S_N,Site_Name,Site_ID,LAT,LONG,MCC,MNC,Cell_Name,LAC,Cell_ID,NEAREST_FACILITY,Site_ID,Site_RName,Cell_Name
554,,,7.976778,-11.74272,619,1,,34000,43,"Simbo Town CHP(CHP),Kpamajama(MCHP),Dr Baima Hospital(Hospital),Mercy Hospital(Hospital),Gila's Hospital(Hospital)",SL0058,Bo 3,UBO3K
555,,,7.976778,-11.74272,619,1,,34000,44,"Simbo Town CHP(CHP),Kpamajama(MCHP),Dr Baima Hospital(Hospital),Mercy Hospital(Hospital),Gila's Hospital(Hospital)",SL0058,Bo 3,UBO3M
556,,,7.976778,-11.74272,619,1,,34000,45,"Simbo Town CHP(CHP),Kpamajama(MCHP),Dr Baima Hospital(Hospital),Mercy Hospital(Hospital),Gila's Hospital(Hospital)",SL0058,Bo 3,UBO3N
557,,,7.976778,-11.74272,619,1,,34000,46,"Simbo Town CHP(CHP),Kpamajama(MCHP),Dr Baima Hospital(Hospital),Mercy Hospital(Hospital),Gila's Hospital(Hospital)",SL0058,Bo 3,UBO3P
558,,,7.976778,-11.74272,619,1,,34000,47,"Simbo Town CHP(CHP),Kpamajama(MCHP),Dr Baima Hospital(Hospital),Mercy Hospital(Hospital),Gila's Hospital(Hospital)",SL0058,Bo 3,UBO3X
559,,,7.976778,-11.74272,619,1,,34000,48,"Simbo Town CHP(CHP),Kpamajama(MCHP),Dr Baima Hospital(Hospital),Mercy Hospital(Hospital),Gila's Hospital(Hospital)",SL0058,Bo 3,UBO3Y
560,,,7.976778,-11.74272,619,1,,34000,49,"Simbo Town CHP(CHP),Kpamajama(MCHP),Dr Baima Hospital(Hospital),Mercy Hospital(Hospital),Gila's Hospital(Hospital)",SL0058,Bo 3,UBO3Z
561,,,7.59234,-11.6557,619,1,,28000,20591,"Bathurst MCHP(CHP),Pehala(MCHP),Geoma Jargoh(CHP),Nyandehun MCHP Pujehun(MCHP),Kakama(MCHP)",SL0059,Bandajuma,BANDAJ1
562,,,7.59234,-11.6557,619,1,,28000,20592,"Bathurst MCHP(CHP),Pehala(MCHP),Geoma Jargoh(CHP),Nyandehun MCHP Pujehun(MCHP),Kakama(MCHP)",SL0059,Bandajuma,BANDAJ2
563,,,7.59234,-11.6557,619,1,,28000,20593,"Bathurst MCHP(CHP),Pehala(MCHP),Geoma Jargoh(CHP),Nyandehun MCHP Pujehun(MCHP),Kakama(MCHP)",SL0059,Bandajuma,BANDAJ3
564,,,7.59234,-11.6557,619,1,,35000,50,"Bathurst MCHP(CHP),Pehala(MCHP),Geoma Jargoh(CHP),Nyandehun MCHP Pujehun(MCHP),Kakama(MCHP)",SL0059,Bandajuma,UBANDAJX
565,,,8.546441,-11.08964,619,1,,29000,20601,"UMC Mitchener Memorial Clinic(Clinic),Bumpeh Kono(CHP),Njala-Mandu(CHP),Ngaya(MCHP),Yengema CHC(CHC)",SL0060,Nimikoro,NIMIKO1
566,,,8.546441,-11.08964,619,1,,29000,20602,"UMC Mitchener Memorial Clinic(Clinic),Bumpeh Kono(CHP),Njala-Mandu(CHP),Ngaya(MCHP),Yengema CHC(CHC)",SL0060,Nimikoro,NIMIKO2
567,,,8.546441,-11.08964,619,1,,29000,20603,"UMC Mitchener Memorial Clinic(Clinic),Bumpeh Kono(CHP),Njala-Mandu(CHP),Ngaya(MCHP),Yengema CHC(CHC)",SL0060,Nimikoro,NIMIKO3
568,,,7.358725,-11.722391,619,1,,28000,20611,"MCH Static Pujehun(MCHP),Pujehun Government Hospital(Hospital),Sawula(MCHP),Borborbu(MCHP),Taninahun KKB(MCHP)",SL0061,Pujehun,PUJEH1
569,,,7.358725,-11.722391,619,1,,28000,20612,"MCH Static Pujehun(MCHP),Pujehun Government Hospital(Hospital),Sawula(MCHP),Borborbu(MCHP),Taninahun KKB(MCHP)",SL0061,Pujehun,PUJEH2
570,,,7.358725,-11.722391,619,1,,28000,20613,"MCH Static Pujehun(MCHP),Pujehun Government Hospital(Hospital),Sawula(MCHP),Borborbu(MCHP),Taninahun KKB(MCHP)",SL0061,Pujehun,PUJEH3
571,,,7.358725,-11.722391,619,1,,35000,6111,"MCH Static Pujehun(MCHP),Pujehun Government Hospital(Hospital),Sawula(MCHP),Borborbu(MCHP),Taninahun KKB(MCHP)",SL0061,Pujehun,UPUJEHI
572,,,7.358725,-11.722391,619,1,,35000,6112,"MCH Static Pujehun(MCHP),Pujehun Government Hospital(Hospital),Sawula(MCHP),Borborbu(MCHP),Taninahun KKB(MCHP)",SL0061,Pujehun,UPUJEHJ
573,,,7.358725,-11.722391,619,1,,35000,6113,"MCH Static Pujehun(MCHP),Pujehun Government Hospital(Hospital),Sawula(MCHP),Borborbu(MCHP),Taninahun KKB(MCHP)",SL0061,Pujehun,UPUJEHK
574,,,7.358725,-11.722391,619,1,,35000,6114,"MCH Static Pujehun(MCHP),Pujehun Government Hospital(Hospital),Sawula(MCHP),Borborbu(MCHP),Taninahun KKB(MCHP)",SL0061,Pujehun,UPUJEHM
575,,,7.358725,-11.722391,619,1,,35000,6115,"MCH Static Pujehun(MCHP),Pujehun Government Hospital(Hospital),Sawula(MCHP),Borborbu(MCHP),Taninahun KKB(MCHP)",SL0061,Pujehun,UPUJEHN
576,,,7.358725,-11.722391,619,1,,35000,6116,"MCH Static Pujehun(MCHP),Pujehun Government Hospital(Hospital),Sawula(MCHP),Borborbu(MCHP),Taninahun KKB(MCHP)",SL0061,Pujehun,UPUJEHP
577,,,7.358725,-11.722391,619,1,,35000,6117,"MCH Static Pujehun(MCHP),Pujehun Government Hospital(Hospital),Sawula(MCHP),Borborbu(MCHP),Taninahun KKB(MCHP)",SL0061,Pujehun,UPUJEHX
578,,,7.358725,-11.722391,619,1,,35000,6118,"MCH Static Pujehun(MCHP),Pujehun Government Hospital(Hospital),Sawula(MCHP),Borborbu(MCHP),Taninahun KKB(MCHP)",SL0061,Pujehun,UPUJEHY
579,,,7.358725,-11.722391,619,1,,35000,6119,"MCH Static Pujehun(MCHP),Pujehun Government Hospital(Hospital),Sawula(MCHP),Borborbu(MCHP),Taninahun KKB(MCHP)",SL0061,Pujehun,UPUJEHZ
580,,,8.12398,-10.64561,619,1,,26000,20621,"Jenneh MCHP(MCHP),Pendembu CHC(CHC),Hand Maid Catholic Clinic(Clinic),Mendekelema Kailahun(MCHP),Ngiehun CHP(CHP)",SL0062,Pendembu,PENDE1
581,,,8.12398,-10.64561,619,1,,26000,20622,"Jenneh MCHP(MCHP),Pendembu CHC(CHC),Hand Maid Catholic Clinic(Clinic),Mendekelema Kailahun(MCHP),Ngiehun CHP(CHP)",SL0062,Pendembu,PENDE2
582,,,8.12398,-10.64561,619,1,,26000,20623,"Jenneh MCHP(MCHP),Pendembu CHC(CHC),Hand Maid Catholic Clinic(Clinic),Mendekelema Kailahun(MCHP),Ngiehun CHP(CHP)",SL0062,Pendembu,PENDE3
583,,,8.12398,-10.64561,619,1,,36000,6217,"Jenneh MCHP(MCHP),Pendembu CHC(CHC),Hand Maid Catholic Clinic(Clinic),Mendekelema Kailahun(MCHP),Ngiehun CHP(CHP)",SL0062,Pendembu,UPENDEX
584,,,8.455193,-13.234987,619,1,,21000,20631,"George Brook (CHC),Charlotte(CHP),Gloucester(CHP),Epi Head Quarters(CHP),Sm Broderick School Health Clinic(Clinic)",SL0063,Hill station,HILLST1
585,,,8.455193,-13.234987,619,1,,21000,20632,"George Brook (CHC),Charlotte(CHP),Gloucester(CHP),Epi Head Quarters(CHP),Sm Broderick School Health Clinic(Clinic)",SL0063,Hill station,HILLST2
586,,,8.455193,-13.234987,619,1,,21000,20633,"George Brook (CHC),Charlotte(CHP),Gloucester(CHP),Epi Head Quarters(CHP),Sm Broderick School Health Clinic(Clinic)",SL0063,Hill station,HILLST3
587,,,8.455193,-13.234987,619,1,,10000,30281,"George Brook (CHC),Charlotte(CHP),Gloucester(CHP),Epi Head Quarters(CHP),Sm Broderick School Health Clinic(Clinic)",SL0063,Hill station,UHILSTI
588,,,8.455193,-13.234987,619,1,,10000,30282,"George Brook (CHC),Charlotte(CHP),Gloucester(CHP),Epi Head Quarters(CHP),Sm Broderick School Health Clinic(Clinic)",SL0063,Hill station,UHILSTJ
589,,,8.455193,-13.234987,619,1,,10000,30283,"George Brook (CHC),Charlotte(CHP),Gloucester(CHP),Epi Head Quarters(CHP),Sm Broderick School Health Clinic(Clinic)",SL0063,Hill station,UHILSTK
590,,,8.455193,-13.234987,619,1,,10000,164,"George Brook (CHC),Charlotte(CHP),Gloucester(CHP),Epi Head Quarters(CHP),Sm Broderick School Health Clinic(Clinic)",SL0063,Hill station,UHILSTM
591,,,8.455193,-13.234987,619,1,,10000,165,"George Brook (CHC),Charlotte(CHP),Gloucester(CHP),Epi Head Quarters(CHP),Sm Broderick School Health Clinic(Clinic)",SL0063,Hill station,UHILSTN
592,,,8.455193,-13.234987,619,1,,10000,166,"George Brook (CHC),Charlotte(CHP),Gloucester(CHP),Epi Head Quarters(CHP),Sm Broderick School Health Clinic(Clinic)",SL0063,Hill station,UHILSTP
593,,,8.455193,-13.234987,619,1,,10000,167,"George Brook (CHC),Charlotte(CHP),Gloucester(CHP),Epi Head Quarters(CHP),Sm Broderick School Health Clinic(Clinic)",SL0063,Hill station,UHILSTX
594,,,8.455193,-13.234987,619,1,,10000,168,"George Brook (CHC),Charlotte(CHP),Gloucester(CHP),Epi Head Quarters(CHP),Sm Broderick School Health Clinic(Clinic)",SL0063,Hill station,UHILSTY
595,,,8.455193,-13.234987,619,1,,10000,169,"George Brook (CHC),Charlotte(CHP),Gloucester(CHP),Epi Head Quarters(CHP),Sm Broderick School Health Clinic(Clinic)",SL0063,Hill station,UHILSTZ
596,,,8.13658,-11.87501,619,1,,25000,20641,"Senehun CHC(CHC),Gbaiima CHC(CHC),Mofombo MCHP(MCHP),Mogbuama MCHP(MCHP),Njama CHC(CHC)",SL0064,Baiama,BAIAMA1
597,,,8.13658,-11.87501,619,1,,25000,20642,"Senehun CHC(CHC),Gbaiima CHC(CHC),Mofombo MCHP(MCHP),Mogbuama MCHP(MCHP),Njama CHC(CHC)",SL0064,Baiama,BAIAMA2
598,,,8.13658,-11.87501,619,1,,25000,20643,"Senehun CHC(CHC),Gbaiima CHC(CHC),Mofombo MCHP(MCHP),Mogbuama MCHP(MCHP),Njama CHC(CHC)",SL0064,Baiama,BAIAMA3
599,,,8.47418,-13.188086,619,1,,22000,20651,"Kissy Mental Hospital(Hospital),Julipha Ashobe Corner(MCHP),Rokupa Government Hospital(Hospital),Masuba Static (Clinic),Talia MCHP(MCHP)",SL0065,Kissy Shell,KSHELL1
600,,,8.47418,-13.188086,619,1,,22000,20652,"Kissy Mental Hospital(Hospital),Julipha Ashobe Corner(MCHP),Rokupa Government Hospital(Hospital),Masuba Static (Clinic),Talia MCHP(MCHP)",SL0065,Kissy Shell,KSHELL2
601,,,8.47418,-13.188086,619,1,,22000,20653,"Kissy Mental Hospital(Hospital),Julipha Ashobe Corner(MCHP),Rokupa Government Hospital(Hospital),Masuba Static (Clinic),Talia MCHP(MCHP)",SL0065,Kissy Shell,KSHELL3
602,,,8.47418,-13.188086,619,1,,10003,30747,"Kissy Mental Hospital(Hospital),Julipha Ashobe Corner(MCHP),Rokupa Government Hospital(Hospital),Masuba Static (Clinic),Talia MCHP(MCHP)",SL0065,Kissy Shell,UKSHELI
603,,,8.47418,-13.188086,619,1,,10003,30748,"Kissy Mental Hospital(Hospital),Julipha Ashobe Corner(MCHP),Rokupa Government Hospital(Hospital),Masuba Static (Clinic),Talia MCHP(MCHP)",SL0065,Kissy Shell,UKSHELJ
604,,,8.47418,-13.188086,619,1,,10003,30749,"Kissy Mental Hospital(Hospital),Julipha Ashobe Corner(MCHP),Rokupa Government Hospital(Hospital),Masuba Static (Clinic),Talia MCHP(MCHP)",SL0065,Kissy Shell,UKSHELK
605,,,8.47418,-13.188086,619,1,,10003,6514,"Kissy Mental Hospital(Hospital),Julipha Ashobe Corner(MCHP),Rokupa Government Hospital(Hospital),Masuba Static (Clinic),Talia MCHP(MCHP)",SL0065,Kissy Shell,UKSHELM
606,,,8.47418,-13.188086,619,1,,10003,6515,"Kissy Mental Hospital(Hospital),Julipha Ashobe Corner(MCHP),Rokupa Government Hospital(Hospital),Masuba Static (Clinic),Talia MCHP(MCHP)",SL0065,Kissy Shell,UKSHELN
607,,,8.47418,-13.188086,619,1,,10003,6516,"Kissy Mental Hospital(Hospital),Julipha Ashobe Corner(MCHP),Rokupa Government Hospital(Hospital),Masuba Static (Clinic),Talia MCHP(MCHP)",SL0065,Kissy Shell,UKSHELP
608,,,8.47418,-13.188086,619,1,,10003,6517,"Kissy Mental Hospital(Hospital),Julipha Ashobe Corner(MCHP),Rokupa Government Hospital(Hospital),Masuba Static (Clinic),Talia MCHP(MCHP)",SL0065,Kissy Shell,UKSHELX
609,,,8.47418,-13.188086,619,1,,10003,6518,"Kissy Mental Hospital(Hospital),Julipha Ashobe Corner(MCHP),Rokupa Government Hospital(Hospital),Masuba Static (Clinic),Talia MCHP(MCHP)",SL0065,Kissy Shell,UKSHELY
610,,,8.47418,-13.188086,619,1,,10003,6519,"Kissy Mental Hospital(Hospital),Julipha Ashobe Corner(MCHP),Rokupa Government Hospital(Hospital),Masuba Static (Clinic),Talia MCHP(MCHP)",SL0065,Kissy Shell,UKSHELZ
611,,,8.936972,-12.863972,619,1,,24000,20661,"Mange CHC(CHC),Mile 18 MCHP(MCHP),Bureh(MCHP),Kalangba Bureh MCHP(MCHP),Mabain MCHP(MCHP)",SL0066,Mange,MANGE1
612,,,8.936972,-12.863972,619,1,,24000,20662,"Mange CHC(CHC),Mile 18 MCHP(MCHP),Bureh(MCHP),Kalangba Bureh MCHP(MCHP),Mabain MCHP(MCHP)",SL0066,Mange,MANGE2
613,,,8.936972,-12.863972,619,1,,24000,20663,"Mange CHC(CHC),Mile 18 MCHP(MCHP),Bureh(MCHP),Kalangba Bureh MCHP(MCHP),Mabain MCHP(MCHP)",SL0066,Mange,MANGE3
614,,,8.28499,-10.56604,619,1,,26000,20671,"Kailahun Government Hospital(Hospital),Kailahun UFC/MCH Static(Clinic),Under Fives Clinic Kailahun(Clinic),Mofindor CHP(CHP),Kpandebu Luawa(MCHP)",SL0067,Kailahun,KAILAH1
615,,,8.28499,-10.56604,619,1,,26000,20672,"Kailahun Government Hospital(Hospital),Kailahun UFC/MCH Static(Clinic),Under Fives Clinic Kailahun(Clinic),Mofindor CHP(CHP),Kpandebu Luawa(MCHP)",SL0067,Kailahun,KAILAH2
616,,,8.28499,-10.56604,619,1,,26000,20673,"Kailahun Government Hospital(Hospital),Kailahun UFC/MCH Static(Clinic),Under Fives Clinic Kailahun(Clinic),Mofindor CHP(CHP),Kpandebu Luawa(MCHP)",SL0067,Kailahun,KAILAH3
617,,,8.28499,-10.56604,619,1,,10080,6714,"Kailahun Government Hospital(Hospital),Kailahun UFC/MCH Static(Clinic),Under Fives Clinic Kailahun(Clinic),Mofindor CHP(CHP),Kpandebu Luawa(MCHP)",SL0067,Kailahun,UKALAHM
618,,,8.28499,-10.56604,619,1,,10080,6715,"Kailahun Government Hospital(Hospital),Kailahun UFC/MCH Static(Clinic),Under Fives Clinic Kailahun(Clinic),Mofindor CHP(CHP),Kpandebu Luawa(MCHP)",SL0067,Kailahun,UKALAHN
619,,,8.28499,-10.56604,619,1,,10080,6716,"Kailahun Government Hospital(Hospital),Kailahun UFC/MCH Static(Clinic),Under Fives Clinic Kailahun(Clinic),Mofindor CHP(CHP),Kpandebu Luawa(MCHP)",SL0067,Kailahun,UKALAHP
620,,,8.28499,-10.56604,619,1,,10080,6717,"Kailahun Government Hospital(Hospital),Kailahun UFC/MCH Static(Clinic),Under Fives Clinic Kailahun(Clinic),Mofindor CHP(CHP),Kpandebu Luawa(MCHP)",SL0067,Kailahun,UKALAHX
621,,,8.28499,-10.56604,619,1,,10080,6718,"Kailahun Government Hospital(Hospital),Kailahun UFC/MCH Static(Clinic),Under Fives Clinic Kailahun(Clinic),Mofindor CHP(CHP),Kpandebu Luawa(MCHP)",SL0067,Kailahun,UKALAHY
622,,,8.28499,-10.56604,619,1,,10080,6719,"Kailahun Government Hospital(Hospital),Kailahun UFC/MCH Static(Clinic),Under Fives Clinic Kailahun(Clinic),Mofindor CHP(CHP),Kpandebu Luawa(MCHP)",SL0067,Kailahun,UKALAHZ
623,,,8.28499,-10.56604,619,1,,33000,2001,"Kailahun Government Hospital(Hospital),Kailahun UFC/MCH Static(Clinic),Under Fives Clinic Kailahun(Clinic),Mofindor CHP(CHP),Kpandebu Luawa(MCHP)",SL0067,Kailahun,UKAMALI
624,,,8.28499,-10.56604,619,1,,33000,2002,"Kailahun Government Hospital(Hospital),Kailahun UFC/MCH Static(Clinic),Under Fives Clinic Kailahun(Clinic),Mofindor CHP(CHP),Kpandebu Luawa(MCHP)",SL0067,Kailahun,UKAMALJ
625,,,8.28499,-10.56604,619,1,,33000,2003,"Kailahun Government Hospital(Hospital),Kailahun UFC/MCH Static(Clinic),Under Fives Clinic Kailahun(Clinic),Mofindor CHP(CHP),Kpandebu Luawa(MCHP)",SL0067,Kailahun,UKAMALK
626,,,7.802197,-12.360863,619,1,,28000,20681,"Gbangbaia CHP(CHP),Gbangbatoke CHC(CHC),Moriba Town CHP(CHP),Junctionla MCHP(MCHP),Mosenegor MCHP(MCHP)",SL0068,Gbangbatoke,GBANTK1
627,,,7.802197,-12.360863,619,1,,28000,20682,"Gbangbaia CHP(CHP),Gbangbatoke CHC(CHC),Moriba Town CHP(CHP),Junctionla MCHP(MCHP),Mosenegor MCHP(MCHP)",SL0068,Gbangbatoke,GBANTK2
628,,,7.802197,-12.360863,619,1,,28000,20683,"Gbangbaia CHP(CHP),Gbangbatoke CHC(CHC),Moriba Town CHP(CHP),Junctionla MCHP(MCHP),Mosenegor MCHP(MCHP)",SL0068,Gbangbatoke,GBANTK3
629,,,7.802197,-12.360863,619,1,,35000,6817,"Gbangbaia CHP(CHP),Gbangbatoke CHC(CHC),Moriba Town CHP(CHP),Junctionla MCHP(MCHP),Mosenegor MCHP(MCHP)",SL0068,Gbangbatoke,UGBATKX
630,,,9.01975,-12.946361,619,1,,24000,20691,"Rokupr CHC(CHC),Megbethy(MCHP),Barmoi Luma CHP(CHP),Mange Bissan MCHP(MCHP),Wullah Thenkle MCHP(MCHP)",SL0069,Rokupr,ROKUPR1
631,,,9.01975,-12.946361,619,1,,24000,20692,"Rokupr CHC(CHC),Megbethy(MCHP),Barmoi Luma CHP(CHP),Mange Bissan MCHP(MCHP),Wullah Thenkle MCHP(MCHP)",SL0069,Rokupr,ROKUPR2
632,,,9.01975,-12.946361,619,1,,24000,20693,"Rokupr CHC(CHC),Megbethy(MCHP),Barmoi Luma CHP(CHP),Mange Bissan MCHP(MCHP),Wullah Thenkle MCHP(MCHP)",SL0069,Rokupr,ROKUPR3
633,,,9.01975,-12.946361,619,1,,24000,20695,"Rokupr CHC(CHC),Megbethy(MCHP),Barmoi Luma CHP(CHP),Mange Bissan MCHP(MCHP),Wullah Thenkle MCHP(MCHP)",SL0069,Rokupr,ROKUPR5
634,,,7.9876,-10.84124,619,1,,26000,20701,"Daru(CHC),Moa Barracks Military Clinic(Clinic),Bombohun(MCHP),Dambu MCHP(MCHP),Gbeika(MCHP)",SL0070,Daru,DARU1
635,,,7.9876,-10.84124,619,1,,26000,20702,"Daru(CHC),Moa Barracks Military Clinic(Clinic),Bombohun(MCHP),Dambu MCHP(MCHP),Gbeika(MCHP)",SL0070,Daru,DARU2
636,,,7.9876,-10.84124,619,1,,26000,20703,"Daru(CHC),Moa Barracks Military Clinic(Clinic),Bombohun(MCHP),Dambu MCHP(MCHP),Gbeika(MCHP)",SL0070,Daru,DARU3
637,,,7.9876,-10.84124,619,1,,36000,7017,"Daru(CHC),Moa Barracks Military Clinic(Clinic),Bombohun(MCHP),Dambu MCHP(MCHP),Gbeika(MCHP)",SL0070,Daru,UDARUX
638,,,7.648944,-11.957472,619,1,,28000,20711,"Sumbuya CHC(CHC),Feiba CHP(CHP),Kaniya(MCHP),Lawana MCHP Bonthe(MCHP),Mokpende(MCHP)",SL0071,Sumbuya,SUMBU1
639,,,7.648944,-11.957472,619,1,,28000,20712,"Sumbuya CHC(CHC),Feiba CHP(CHP),Kaniya(MCHP),Lawana MCHP Bonthe(MCHP),Mokpende(MCHP)",SL0071,Sumbuya,SUMBU2
640,,,7.648944,-11.957472,619,1,,28000,20713,"Sumbuya CHC(CHC),Feiba CHP(CHP),Kaniya(MCHP),Lawana MCHP Bonthe(MCHP),Mokpende(MCHP)",SL0071,Sumbuya,SUMBU3
641,,,7.76861,-12.13882,619,1,,28000,20721,"Wallehun MCHP(MCHP),Cotn Ngoalala(CHP),Mokelleh CHC(CHC),Kanga(MCHP),Mogongbe(MCHP)",SL0072,Gondama,GONDA1
642,,,7.76861,-12.13882,619,1,,28000,20722,"Wallehun MCHP(MCHP),Cotn Ngoalala(CHP),Mokelleh CHC(CHC),Kanga(MCHP),Mogongbe(MCHP)",SL0072,Gondama,GONDA2
643,,,7.76861,-12.13882,619,1,,28000,20723,"Wallehun MCHP(MCHP),Cotn Ngoalala(CHP),Mokelleh CHC(CHC),Kanga(MCHP),Mogongbe(MCHP)",SL0072,Gondama,GONDA3
644,,,7.76861,-12.13882,619,1,,35000,7217,"Wallehun MCHP(MCHP),Cotn Ngoalala(CHP),Mokelleh CHC(CHC),Kanga(MCHP),Mogongbe(MCHP)",SL0072,Gondama,UGONDAX
645,,,8.040138,-12.089194,619,1,,25000,20731,"Mano CHC(CHC),Njala Clinic(Clinic),Kenema Gbandoma MCHP(MCHP),Bendu MCHP Moyamba(MCHP),Kagbiama(MCHP)",SL0073,Mano Dasse,MANODA1
646,,,8.040138,-12.089194,619,1,,25000,20732,"Mano CHC(CHC),Njala Clinic(Clinic),Kenema Gbandoma MCHP(MCHP),Bendu MCHP Moyamba(MCHP),Kagbiama(MCHP)",SL0073,Mano Dasse,MANODA2
647,,,8.040138,-12.089194,619,1,,25000,20733,"Mano CHC(CHC),Njala Clinic(Clinic),Kenema Gbandoma MCHP(MCHP),Bendu MCHP Moyamba(MCHP),Kagbiama(MCHP)",SL0073,Mano Dasse,MANODA3
648,,,8.20031,-12.059,619,1,,25000,20741,"Judy Smith(CHP),Sembehun Mamangewor MCHP(MCHP),Taiama CHC(CHC),Waiima MCHP(MCHP),Gbuihun MCHP(MCHP)",SL0074,Tiama,TIAMA1
649,,,8.20031,-12.059,619,1,,25000,20742,"Judy Smith(CHP),Sembehun Mamangewor MCHP(MCHP),Taiama CHC(CHC),Waiima MCHP(MCHP),Gbuihun MCHP(MCHP)",SL0074,Tiama,TIAMA2
650,,,8.20031,-12.059,619,1,,25000,20743,"Judy Smith(CHP),Sembehun Mamangewor MCHP(MCHP),Taiama CHC(CHC),Waiima MCHP(MCHP),Gbuihun MCHP(MCHP)",SL0074,Tiama,TIAMA3
651,,,7.602718,-12.174306,619,1,,28000,20751,"Mattru UBC Hospital(Hospital),Gambia Town(MCHP),Moyowa MCHP(MCHP),Tihun CHC(CHC),Mogongbe(MCHP)",SL0075,Mattru,MATTRU1
652,,,7.602718,-12.174306,619,1,,28000,20752,"Mattru UBC Hospital(Hospital),Gambia Town(MCHP),Moyowa MCHP(MCHP),Tihun CHC(CHC),Mogongbe(MCHP)",SL0075,Mattru,MATTRU2
653,,,7.602718,-12.174306,619,1,,28000,20753,"Mattru UBC Hospital(Hospital),Gambia Town(MCHP),Moyowa MCHP(MCHP),Tihun CHC(CHC),Mogongbe(MCHP)",SL0075,Mattru,MATTRU3
654,,,7.602718,-12.174306,619,1,,28000,20754,"Mattru UBC Hospital(Hospital),Gambia Town(MCHP),Moyowa MCHP(MCHP),Tihun CHC(CHC),Mogongbe(MCHP)",SL0075,Mattru,MATTRU4
655,,,7.602718,-12.174306,619,1,,28000,20755,"Mattru UBC Hospital(Hospital),Gambia Town(MCHP),Moyowa MCHP(MCHP),Tihun CHC(CHC),Mogongbe(MCHP)",SL0075,Mattru,MATTRU5
656,,,7.602718,-12.174306,619,1,,28000,20756,"Mattru UBC Hospital(Hospital),Gambia Town(MCHP),Moyowa MCHP(MCHP),Tihun CHC(CHC),Mogongbe(MCHP)",SL0075,Mattru,MATTRU6
657,,,7.602718,-12.174306,619,1,,35000,7511,"Mattru UBC Hospital(Hospital),Gambia Town(MCHP),Moyowa MCHP(MCHP),Tihun CHC(CHC),Mogongbe(MCHP)",SL0075,Mattru,UMATRUI
658,,,7.602718,-12.174306,619,1,,35000,7512,"Mattru UBC Hospital(Hospital),Gambia Town(MCHP),Moyowa MCHP(MCHP),Tihun CHC(CHC),Mogongbe(MCHP)",SL0075,Mattru,UMATRUJ
659,,,7.602718,-12.174306,619,1,,35000,7513,"Mattru UBC Hospital(Hospital),Gambia Town(MCHP),Moyowa MCHP(MCHP),Tihun CHC(CHC),Mogongbe(MCHP)",SL0075,Mattru,UMATRUK
660,,,7.602718,-12.174306,619,1,,35000,7514,"Mattru UBC Hospital(Hospital),Gambia Town(MCHP),Moyowa MCHP(MCHP),Tihun CHC(CHC),Mogongbe(MCHP)",SL0075,Mattru,UMATRUM
661,,,7.602718,-12.174306,619,1,,35000,7515,"Mattru UBC Hospital(Hospital),Gambia Town(MCHP),Moyowa MCHP(MCHP),Tihun CHC(CHC),Mogongbe(MCHP)",SL0075,Mattru,UMATRUN
662,,,7.602718,-12.174306,619,1,,35000,7516,"Mattru UBC Hospital(Hospital),Gambia Town(MCHP),Moyowa MCHP(MCHP),Tihun CHC(CHC),Mogongbe(MCHP)",SL0075,Mattru,UMATRUP
663,,,7.602718,-12.174306,619,1,,35000,7517,"Mattru UBC Hospital(Hospital),Gambia Town(MCHP),Moyowa MCHP(MCHP),Tihun CHC(CHC),Mogongbe(MCHP)",SL0075,Mattru,UMATRUX
664,,,7.602718,-12.174306,619,1,,35000,7518,"Mattru UBC Hospital(Hospital),Gambia Town(MCHP),Moyowa MCHP(MCHP),Tihun CHC(CHC),Mogongbe(MCHP)",SL0075,Mattru,UMATRUY
665,,,7.602718,-12.174306,619,1,,35000,7519,"Mattru UBC Hospital(Hospital),Gambia Town(MCHP),Moyowa MCHP(MCHP),Tihun CHC(CHC),Mogongbe(MCHP)",SL0075,Mattru,UMATRUZ
666,,,7.71858,-11.69386,619,1,,28000,20761,"Koribondo CHC(CHC),Griema MCHP(MCHP),Sembehun 17(CHP),Niagorehun(MCHP),Mano Jaiama CHP(CHP)",SL0076,Koribondo,KORIBU1
667,,,7.71858,-11.69386,619,1,,28000,20762,"Koribondo CHC(CHC),Griema MCHP(MCHP),Sembehun 17(CHP),Niagorehun(MCHP),Mano Jaiama CHP(CHP)",SL0076,Koribondo,KORIBU2
668,,,7.71858,-11.69386,619,1,,28000,20763,"Koribondo CHC(CHC),Griema MCHP(MCHP),Sembehun 17(CHP),Niagorehun(MCHP),Mano Jaiama CHP(CHP)",SL0076,Koribondo,KORIBU3
669,,,7.71858,-11.69386,619,1,,35000,70,"Koribondo CHC(CHC),Griema MCHP(MCHP),Sembehun 17(CHP),Niagorehun(MCHP),Mano Jaiama CHP(CHP)",SL0076,Koribondo,UKORIBUX
670,,,8.18472,-11.1287,619,1,,26000,20771,"Panguma Hospital(Hospital),Ngeihun CHC(MCHP),Dodo(CHC),Kamboma MCHP(MCHP),Sandeyema MCHP(MCHP)",SL0077,Panguma,PANGU1
671,,,8.18472,-11.1287,619,1,,26000,20772,"Panguma Hospital(Hospital),Ngeihun CHC(MCHP),Dodo(CHC),Kamboma MCHP(MCHP),Sandeyema MCHP(MCHP)",SL0077,Panguma,PANGU2
